date,region_id,product_category,brand,units_sold,price,marketing_spend
2024-06-03,R008,TV,LG,139,75000,9863
2024-06-03,R008,Washing Machine,Samsung,46,45000,22943
2024-06-03,R009,Laptop,Sony,54,75000,26676
2024-06-03,R009,Smartphone,Samsung,103,60000,15230
2024-06-03,R009,AC,LG,64,20000,27427
2024-06-03,R009,TV,Sony,50,75000,8885
2024-06-03,R009,Washing Machine,Samsung,132,30000,22570
2024-06-03,R010,Laptop,LG,24,45000,13251
2024-06-03,R010,Smartphone,Whirlpool,82,45000,7257
2024-06-03,R010,AC,Sony,27,30000,31474
2024-06-03,R010,TV,LG,128,45000,34092
2024-06-03,R010,Washing Machine,Samsung,29,30000,9071
2024-06-04,R001,Laptop,Sony,80,75000,13556
2024-06-04,R001,Smartphone,Samsung,114,60000,26814
2024-06-04,R001,AC,HP,30,75000,37850
2024-06-04,R001,TV,LG,52,60000,23909
2024-06-04,R001,Washing Machine,LG,115,30000,30407
2024-06-04,R002,Laptop,HP,62,75000,26325
2024-06-04,R002,Smartphone,Sony,58,30000,24779
2024-06-04,R002,AC,LG,95,30000,25969
2024-06-04,R002,TV,Samsung,27,20000,10369
2024-06-04,R002,Washing Machine,Whirlpool,77,75000,33390
2024-06-04,R003,Laptop,LG,49,30000,15397
2024-06-04,R003,Smartphone,Whirlpool,129,30000,16724
2024-06-04,R003,AC,LG,110,45000,26523
2024-06-04,R003,TV,Whirlpool,141,60000,14834
2024-06-04,R003,Washing Machine,Whirlpool,53,20000,30993
2024-06-04,R004,Laptop,Samsung,66,45000,28373
2024-06-04,R004,Smartphone,HP,107,45000,34307
2024-06-04,R004,AC,LG,59,30000,6535
2024-06-04,R004,TV,Whirlpool,59,20000,25761
2024-06-04,R004,Washing Machine,HP,143,30000,10433
2024-06-04,R005,Laptop,LG,56,75000,36696
2024-06-04,R005,Smartphone,LG,124,20000,35027
2024-06-04,R005,AC,Whirlpool,44,45000,14756
2024-06-04,R005,TV,LG,25,75000,25859
2024-06-04,R005,Washing Machine,Samsung,85,60000,31821
2024-06-04,R006,Laptop,Samsung,136,75000,37228
2024-06-04,R006,Smartphone,LG,51,20000,28453
2024-06-04,R006,AC,LG,104,30000,39189
2024-06-04,R006,TV,LG,57,75000,17180
2024-06-04,R006,Washing Machine,LG,33,60000,9279
2024-06-04,R007,Laptop,HP,23,20000,30324
2024-06-04,R007,Smartphone,Sony,108,45000,31497
2024-06-04,R007,AC,Sony,102,60000,24989
2024-06-04,R007,TV,Sony,114,60000,9259
2024-06-04,R007,Washing Machine,Sony,88,20000,29842
2024-06-04,R008,Laptop,Whirlpool,129,45000,37232
2024-06-04,R008,Smartphone,Samsung,119,45000,15660
2024-06-04,R008,AC,Sony,112,20000,24901
2024-06-04,R008,TV,Whirlpool,60,20000,18498
2024-06-04,R008,Washing Machine,Whirlpool,23,20000,8348
2024-06-04,R009,Laptop,HP,21,75000,17729
2024-06-04,R009,Smartphone,Sony,89,30000,32948
2024-06-04,R009,AC,Sony,100,75000,37503
2024-06-04,R009,TV,Sony,101,60000,27526
2024-06-04,R009,Washing Machine,HP,24,20000,19370
2024-06-04,R010,Laptop,Samsung,32,30000,18660
2024-06-04,R010,Smartphone,LG,87,75000,23127
2024-06-04,R010,AC,Sony,51,30000,18918
2024-06-04,R010,TV,Samsung,23,75000,15679
2024-06-04,R010,Washing Machine,HP,64,75000,11688
2024-06-05,R001,Laptop,Samsung,21,45000,6446
2024-06-05,R001,Smartphone,HP,143,60000,11119
2024-06-05,R001,AC,Sony,39,30000,25866
2024-06-05,R001,TV,LG,144,45000,12881
2024-06-05,R001,Washing Machine,LG,55,60000,33971
2024-06-05,R002,Laptop,Samsung,67,45000,37600
2024-06-05,R002,Smartphone,Samsung,146,45000,31548
2024-06-05,R002,AC,Whirlpool,81,75000,15317
2024-06-05,R002,TV,Sony,29,75000,20468
2024-06-05,R002,Washing Machine,HP,45,45000,7791
2024-06-05,R003,Laptop,Whirlpool,106,60000,11029
2024-06-05,R003,Smartphone,HP,115,30000,8938
2024-06-05,R003,AC,Whirlpool,150,60000,5219
2024-06-05,R003,TV,Samsung,53,45000,19931
2024-06-05,R003,Washing Machine,Sony,29,20000,9158
2024-06-05,R004,Laptop,LG,60,30000,7113
2024-06-05,R004,Smartphone,Whirlpool,41,60000,14379
2024-06-05,R004,AC,Sony,109,45000,20682
2024-06-05,R004,TV,Whirlpool,104,60000,38730
2024-06-05,R004,Washing Machine,HP,28,60000,7219
2024-06-05,R005,Laptop,Whirlpool,147,30000,13846
2024-06-05,R005,Smartphone,Whirlpool,140,75000,34507
2024-06-05,R005,AC,Whirlpool,139,45000,13876
2024-06-05,R005,TV,HP,97,20000,20296
2024-06-05,R005,Washing Machine,Whirlpool,117,75000,34866
2024-06-05,R006,Laptop,Sony,30,60000,23763
2024-06-05,R006,Smartphone,Samsung,26,60000,6525
2024-06-05,R006,AC,Whirlpool,121,20000,35344
2024-06-05,R006,TV,Sony,103,60000,39596
2024-06-05,R006,Washing Machine,LG,90,30000,31516
2024-06-05,R007,Laptop,HP,131,60000,34522
2024-06-05,R007,Smartphone,Whirlpool,29,30000,35022
2024-06-05,R007,AC,Sony,142,20000,18606
2024-06-05,R007,TV,Whirlpool,96,20000,21466
2024-06-05,R007,Washing Machine,LG,31,45000,14866
2024-06-05,R008,Laptop,Whirlpool,69,60000,10285
2024-06-05,R008,Smartphone,LG,72,30000,33410
2024-06-05,R008,AC,HP,51,60000,21210
2024-06-05,R008,TV,Samsung,120,30000,37396
2024-06-05,R008,Washing Machine,LG,125,30000,32011
2024-06-05,R009,Laptop,HP,144,75000,22004
2024-06-05,R009,Smartphone,HP,93,75000,23623
2024-06-05,R009,AC,LG,128,20000,23095
2024-06-05,R009,TV,Sony,20,60000,21517
2024-06-05,R009,Washing Machine,Samsung,123,60000,8929
2024-06-05,R010,Laptop,LG,72,60000,14155
2024-06-05,R010,Smartphone,Samsung,66,30000,36518
2024-06-05,R010,AC,Samsung,101,75000,27331
2024-06-05,R010,TV,LG,147,20000,13244
2024-06-05,R010,Washing Machine,Samsung,30,30000,29747
2024-06-06,R001,Laptop,Samsung,147,60000,26042
2024-06-06,R001,Smartphone,Samsung,145,75000,18204
2024-06-06,R001,AC,Sony,33,45000,28930
2024-06-06,R001,TV,Whirlpool,142,75000,14955
2024-06-06,R001,Washing Machine,HP,22,45000,33451
2024-06-06,R002,Laptop,Whirlpool,98,30000,14387
2024-06-06,R002,Smartphone,Samsung,120,75000,20254
2024-06-06,R002,AC,Whirlpool,127,30000,28358
2024-06-06,R002,TV,LG,121,20000,38716
2024-06-06,R002,Washing Machine,Whirlpool,116,20000,28208
2024-06-06,R003,Laptop,Samsung,55,30000,14652
2024-06-06,R003,Smartphone,HP,91,30000,23184
2024-06-06,R003,AC,LG,99,30000,35887
2024-06-06,R003,TV,Samsung,29,20000,17388
2024-06-06,R003,Washing Machine,Sony,107,60000,20935
2024-06-06,R004,Laptop,Sony,149,45000,33689
2024-06-06,R004,Smartphone,LG,150,60000,11465
2024-06-06,R004,AC,Samsung,130,30000,17802
2024-06-06,R004,TV,Sony,45,75000,19185
2024-06-06,R004,Washing Machine,Sony,107,75000,22552
2024-06-06,R005,Laptop,HP,57,75000,13464
2024-06-06,R005,Smartphone,Samsung,73,75000,35340
2024-06-06,R005,AC,Samsung,51,75000,17618
2024-06-06,R005,TV,LG,141,60000,9211
2024-06-06,R005,Washing Machine,Sony,51,60000,8746
2024-06-06,R006,Laptop,Sony,33,30000,15042
2024-06-06,R006,Smartphone,LG,96,30000,29319
2024-06-06,R006,AC,Whirlpool,30,75000,20599
2024-06-06,R006,TV,Sony,30,45000,38918
2024-06-06,R006,Washing Machine,LG,27,75000,27966
2024-06-06,R007,Laptop,Sony,128,20000,35863
2024-06-06,R007,Smartphone,HP,61,60000,35522
2024-06-06,R007,AC,Whirlpool,150,45000,9664
2024-06-06,R007,TV,Sony,86,30000,35742
2024-06-06,R007,Washing Machine,Whirlpool,84,45000,17359
2024-06-06,R008,Laptop,Sony,82,30000,27777
2024-06-06,R008,Smartphone,LG,108,30000,28826
2024-06-06,R008,AC,LG,44,60000,11729
2024-06-06,R008,TV,Sony,69,60000,21313
2024-06-06,R008,Washing Machine,Sony,22,30000,11679
2024-06-06,R009,Laptop,Sony,65,45000,30057
2024-06-06,R009,Smartphone,Samsung,21,20000,25891
2024-06-06,R009,AC,Samsung,44,20000,7799
2024-06-06,R009,TV,HP,109,75000,36291
2024-06-06,R009,Washing Machine,Whirlpool,77,45000,31833
2024-06-06,R010,Laptop,Samsung,118,75000,26498
2024-06-06,R010,Smartphone,LG,80,30000,38861
2024-06-06,R010,AC,HP,69,75000,5596
2024-06-06,R010,TV,Sony,147,75000,12830
2024-06-06,R010,Washing Machine,Samsung,75,75000,8396
2024-06-07,R001,Laptop,Samsung,114,20000,21714
2024-06-07,R001,Smartphone,Samsung,25,75000,27995
2024-06-07,R001,AC,Whirlpool,65,20000,10631
2024-06-07,R001,TV,Sony,92,30000,27138
2024-06-07,R001,Washing Machine,HP,107,30000,26216
2024-06-07,R002,Laptop,Whirlpool,32,45000,12416
2024-06-07,R002,Smartphone,LG,108,60000,31870
2024-06-07,R002,AC,Sony,105,75000,28095
2024-06-07,R002,TV,Sony,132,20000,18732
2024-06-07,R002,Washing Machine,Whirlpool,24,30000,8415
2024-06-07,R003,Laptop,Whirlpool,107,75000,16353
2024-06-07,R003,Smartphone,Samsung,27,20000,15297
2024-06-07,R003,AC,HP,103,30000,14490
2024-06-07,R003,TV,HP,21,60000,39670
2024-06-07,R003,Washing Machine,HP,108,30000,23774
2024-06-07,R004,Laptop,HP,124,45000,14830
2024-06-07,R004,Smartphone,LG,135,75000,36199
2024-06-07,R004,AC,HP,42,60000,19267
2024-06-07,R004,TV,HP,25,60000,5242
2024-06-07,R004,Washing Machine,Samsung,148,30000,31738
2024-06-07,R005,Laptop,Samsung,99,60000,29357
2024-06-07,R005,Smartphone,Samsung,66,45000,9666
2024-06-07,R005,AC,HP,78,75000,15774
2024-06-07,R005,TV,Samsung,21,45000,21736
2024-06-07,R005,Washing Machine,Whirlpool,66,45000,10447
2024-06-07,R006,Laptop,HP,78,30000,14450
2024-06-07,R006,Smartphone,LG,129,60000,37501
2024-06-07,R006,AC,Sony,126,45000,8216
2024-06-07,R006,TV,Whirlpool,135,60000,6146
2024-06-07,R006,Washing Machine,Whirlpool,42,45000,30828
2024-06-07,R007,Laptop,Samsung,149,30000,26146
2024-06-07,R007,Smartphone,LG,114,75000,23938
2024-06-07,R007,AC,LG,96,75000,31511
2024-06-07,R007,TV,Samsung,30,75000,12040
2024-06-07,R007,Washing Machine,HP,64,60000,37798
2024-06-07,R008,Laptop,HP,35,75000,15809
2024-06-07,R008,Smartphone,LG,85,75000,25920
2024-06-07,R008,AC,Whirlpool,66,45000,37379
2024-06-07,R008,TV,HP,63,20000,10105
2024-06-07,R008,Washing Machine,HP,36,30000,20454
2024-06-07,R009,Laptop,Sony,118,30000,25699
2024-06-07,R009,Smartphone,Samsung,115,20000,36285
2024-06-07,R009,AC,HP,72,60000,20174
2024-06-07,R009,TV,HP,68,30000,22347
2024-06-07,R009,Washing Machine,LG,132,30000,7021
2024-06-07,R010,Laptop,LG,33,20000,13543
2024-06-07,R010,Smartphone,Whirlpool,82,75000,27827
2024-06-07,R010,AC,HP,120,30000,35159
2024-06-07,R010,TV,HP,49,60000,7677
2024-06-07,R010,Washing Machine,LG,100,45000,13072
2024-06-08,R001,Laptop,Sony,80,75000,6607
2024-06-08,R001,Smartphone,LG,52,30000,28354
2024-06-08,R001,AC,HP,20,75000,15961
2024-06-08,R001,TV,LG,50,45000,30996
2024-06-08,R001,Washing Machine,Sony,122,75000,11828
2024-06-08,R002,Laptop,Sony,139,45000,20914
2024-06-08,R002,Smartphone,Whirlpool,20,60000,27134
2024-06-08,R002,AC,HP,110,60000,29657
2024-06-08,R002,TV,Sony,50,30000,39250
2024-06-08,R002,Washing Machine,Whirlpool,90,75000,37831
2024-06-08,R003,Laptop,Whirlpool,57,30000,10015
2024-06-08,R003,Smartphone,Sony,111,60000,13767
2024-06-08,R003,AC,HP,144,60000,30484
2024-06-08,R003,TV,LG,149,30000,7445
2024-06-08,R003,Washing Machine,Samsung,123,60000,30796
2024-06-08,R004,Laptop,Whirlpool,24,60000,22077
2024-06-08,R004,Smartphone,HP,148,20000,11474
2024-06-08,R004,AC,Whirlpool,101,60000,33145
2024-06-08,R004,TV,Samsung,33,30000,32832
2024-06-08,R004,Washing Machine,Samsung,28,20000,32242
2024-06-08,R005,Laptop,Whirlpool,83,45000,37869
2024-06-08,R005,Smartphone,LG,45,75000,36339
2024-06-08,R005,AC,Whirlpool,45,60000,6117
2024-06-08,R005,TV,HP,78,20000,22744
2024-06-08,R005,Washing Machine,Whirlpool,31,45000,28216
2024-06-08,R006,Laptop,Samsung,36,75000,36468
2024-06-08,R006,Smartphone,LG,115,75000,38622
2024-06-08,R006,AC,Samsung,36,60000,30625
2024-06-08,R006,TV,Whirlpool,52,75000,23103
2024-06-08,R006,Washing Machine,Whirlpool,35,75000,23667
2024-06-08,R007,Laptop,Whirlpool,145,30000,30809
2024-06-08,R007,Smartphone,Samsung,70,45000,9009
2024-06-08,R007,AC,Whirlpool,73,45000,29304
2024-06-08,R007,TV,Whirlpool,89,30000,19628
2024-06-08,R007,Washing Machine,HP,136,75000,27144
2024-06-08,R008,Laptop,Whirlpool,31,30000,18979
2024-06-08,R008,Smartphone,Whirlpool,91,45000,6884
2024-06-08,R008,AC,LG,128,75000,37950
2024-06-08,R008,TV,LG,148,20000,10203
2024-06-08,R008,Washing Machine,LG,147,30000,22426
2024-06-08,R009,Laptop,HP,121,45000,35249
2024-06-08,R009,Smartphone,Samsung,140,20000,22564
2024-06-08,R009,AC,Samsung,128,30000,26460
2024-06-08,R009,TV,Samsung,81,60000,18290
2024-06-08,R009,Washing Machine,Samsung,118,30000,8234
2024-06-08,R010,Laptop,Samsung,136,45000,6521
2024-06-08,R010,Smartphone,Whirlpool,95,75000,13495
2024-06-08,R010,AC,Samsung,64,45000,17470
2024-06-08,R010,TV,Whirlpool,89,30000,16072
2024-06-08,R010,Washing Machine,Sony,87,20000,17657
2024-06-09,R001,Laptop,Whirlpool,93,20000,8137
2024-06-09,R001,Smartphone,Whirlpool,68,60000,36326
2024-06-09,R001,AC,Whirlpool,91,20000,39666
2024-06-09,R001,TV,Whirlpool,124,20000,11962
2024-06-09,R001,Washing Machine,LG,56,20000,7876
2024-06-09,R002,Laptop,Sony,136,60000,14062
2024-06-09,R002,Smartphone,Samsung,39,75000,37720
2024-06-09,R002,AC,Samsung,27,20000,14772
2024-06-09,R002,TV,LG,74,30000,39222
2024-06-09,R002,Washing Machine,Whirlpool,28,75000,17752
2024-06-09,R003,Laptop,Whirlpool,120,60000,20014
2024-06-09,R003,Smartphone,Whirlpool,22,30000,17582
2024-06-09,R003,AC,HP,26,60000,18778
2024-06-09,R003,TV,LG,21,30000,30155
2024-06-09,R003,Washing Machine,Sony,77,45000,26153
2024-06-09,R004,Laptop,Samsung,97,45000,28564
2024-06-09,R004,Smartphone,Samsung,69,30000,8943
2024-06-09,R004,AC,LG,70,20000,8874
2024-06-09,R004,TV,HP,128,75000,13990
2024-06-09,R004,Washing Machine,Samsung,130,60000,18297
2024-06-09,R005,Laptop,Samsung,86,20000,25123
2024-06-09,R005,Smartphone,Samsung,31,75000,35689
2024-06-09,R005,AC,Whirlpool,102,45000,22988
2024-06-09,R005,TV,LG,116,45000,15007
2024-06-09,R005,Washing Machine,Sony,72,45000,8829
2024-06-09,R006,Laptop,Sony,109,30000,7517
2024-06-09,R006,Smartphone,Whirlpool,125,30000,10659
2024-06-09,R006,AC,Whirlpool,97,60000,20780
2024-06-09,R006,TV,LG,142,60000,24591
2024-06-09,R006,Washing Machine,Whirlpool,32,75000,12368
2024-06-09,R007,Laptop,Sony,90,30000,36688
2024-06-09,R007,Smartphone,Whirlpool,44,60000,33867
2024-06-09,R007,AC,HP,75,30000,24948
2024-06-09,R007,TV,Samsung,101,45000,35888
2024-06-09,R007,Washing Machine,LG,56,45000,8124
2024-06-09,R008,Laptop,Whirlpool,66,30000,22721
2024-06-09,R008,Smartphone,LG,61,20000,29388
2024-06-09,R008,AC,Samsung,39,75000,23608
2024-06-09,R008,TV,Samsung,30,60000,18710
2024-06-09,R008,Washing Machine,Whirlpool,86,45000,20496
2024-06-09,R009,Laptop,Whirlpool,116,30000,19031
2024-06-09,R009,Smartphone,Whirlpool,55,45000,13100
2024-06-09,R009,AC,LG,111,30000,32914
2024-06-09,R009,TV,Whirlpool,128,60000,9728
2024-06-09,R009,Washing Machine,HP,88,75000,19269
2024-06-09,R010,Laptop,HP,79,20000,31712
2024-06-09,R010,Smartphone,Whirlpool,80,45000,15657
2024-06-09,R010,AC,HP,60,45000,35097
2024-06-09,R010,TV,Samsung,66,20000,25812
2024-06-09,R010,Washing Machine,HP,94,30000,8840
2024-06-10,R001,Laptop,LG,55,75000,39529
2024-06-10,R001,Smartphone,Sony,150,60000,23352
2024-06-10,R001,AC,Whirlpool,42,45000,29961
2024-06-10,R001,TV,Samsung,48,60000,32346
2024-06-10,R001,Washing Machine,LG,97,75000,38742
2024-06-10,R002,Laptop,Whirlpool,104,30000,22394
2024-06-10,R002,Smartphone,Samsung,66,30000,19077
2024-06-10,R002,AC,Sony,42,60000,6501
2024-06-10,R002,TV,Samsung,42,45000,8766
2024-06-10,R002,Washing Machine,Samsung,85,20000,32132
2024-06-10,R003,Laptop,Whirlpool,112,60000,33130
2024-06-10,R003,Smartphone,Sony,60,75000,29641
2024-06-10,R003,AC,Whirlpool,88,60000,11276
2024-06-10,R003,TV,HP,75,60000,14021
2024-06-10,R003,Washing Machine,LG,30,75000,18039
2024-06-10,R004,Laptop,HP,133,45000,6053
2024-06-10,R004,Smartphone,HP,67,75000,34497
2024-06-10,R004,AC,HP,147,60000,33462
2024-06-10,R004,TV,Sony,57,20000,20984
2024-06-10,R004,Washing Machine,Sony,24,60000,38012
2024-06-10,R005,Laptop,LG,137,60000,27791
2024-06-10,R005,Smartphone,Whirlpool,83,20000,24082
2024-06-10,R005,AC,LG,115,20000,20050
2024-06-10,R005,TV,Samsung,78,75000,19970
2024-06-10,R005,Washing Machine,LG,127,20000,25479
2024-06-10,R006,Laptop,Sony,64,60000,6655
2024-06-10,R006,Smartphone,Samsung,35,45000,5306
2024-06-10,R006,AC,Samsung,85,20000,21695
2024-06-10,R006,TV,LG,136,45000,5678
2024-06-10,R006,Washing Machine,Samsung,23,75000,8368
2024-06-10,R007,Laptop,LG,110,30000,30994
2024-06-10,R007,Smartphone,HP,25,20000,18907
2024-06-10,R007,AC,HP,121,45000,36186
2024-06-10,R007,TV,LG,92,20000,31632
2024-06-10,R007,Washing Machine,Sony,22,75000,20543
2024-06-10,R008,Laptop,Sony,70,30000,26323
2024-06-10,R008,Smartphone,LG,57,20000,6121
2024-06-10,R008,AC,Whirlpool,58,20000,19538
2024-06-10,R008,TV,LG,60,30000,12828
2024-06-10,R008,Washing Machine,LG,26,30000,39421
2024-06-10,R009,Laptop,Sony,34,30000,21764
2024-06-10,R009,Smartphone,HP,99,45000,16464
2024-06-10,R009,AC,Sony,78,60000,21929
2024-06-10,R009,TV,HP,98,60000,23320
2024-06-10,R009,Washing Machine,Whirlpool,60,45000,16276
2024-06-10,R010,Laptop,Whirlpool,149,75000,34860
2024-06-10,R010,Smartphone,Samsung,109,75000,33639
2024-06-10,R010,AC,Sony,34,45000,15600
2024-06-10,R010,TV,Samsung,25,75000,37200
2024-06-10,R010,Washing Machine,HP,138,75000,16541
2024-06-11,R001,Laptop,LG,111,30000,37065
2024-06-11,R001,Smartphone,Samsung,42,30000,34737
2024-06-11,R001,AC,Whirlpool,47,30000,6931
2024-06-11,R001,TV,Samsung,144,60000,29765
2024-06-11,R001,Washing Machine,HP,57,30000,26186
2024-06-11,R002,Laptop,LG,132,30000,16326
2024-06-11,R002,Smartphone,Sony,101,30000,38863
2024-06-11,R002,AC,Samsung,45,75000,26797
2024-06-11,R002,TV,Sony,51,30000,21310
2024-06-11,R002,Washing Machine,Samsung,88,45000,36674
2024-06-11,R003,Laptop,HP,23,30000,20758
2024-06-11,R003,Smartphone,Samsung,67,75000,8024
2024-06-11,R003,AC,HP,106,75000,14755
2024-06-11,R003,TV,HP,38,60000,33368
2024-06-11,R003,Washing Machine,Sony,109,60000,17279
2024-06-11,R004,Laptop,Sony,114,30000,5263
2024-06-11,R004,Smartphone,Whirlpool,21,30000,16418
2024-06-11,R004,AC,HP,119,45000,31007
2024-06-11,R004,TV,LG,43,20000,7221
2024-06-11,R004,Washing Machine,HP,142,30000,23950
2024-06-11,R005,Laptop,HP,123,75000,21476
2024-06-11,R005,Smartphone,Samsung,104,30000,5029
2024-06-11,R005,AC,Sony,123,45000,17067
2024-06-11,R005,TV,Whirlpool,69,30000,27455
2024-06-11,R005,Washing Machine,Sony,67,75000,22845
2024-06-11,R006,Laptop,Whirlpool,38,60000,28752
2024-06-11,R006,Smartphone,Whirlpool,70,75000,32155
2024-06-11,R006,AC,HP,67,60000,13993
2024-06-11,R006,TV,HP,54,20000,32446
2024-06-11,R006,Washing Machine,Samsung,45,30000,25406
2024-06-11,R007,Laptop,Whirlpool,74,30000,10868
2024-06-11,R007,Smartphone,Whirlpool,78,30000,17221
2024-06-11,R007,AC,HP,95,30000,21847
2024-06-11,R007,TV,Sony,30,75000,18640
2024-06-11,R007,Washing Machine,HP,90,60000,6551
2024-06-11,R008,Laptop,Whirlpool,35,20000,21312
2024-06-11,R008,Smartphone,Sony,80,45000,34957
2024-06-11,R008,AC,Samsung,124,30000,15147
2024-06-11,R008,TV,Sony,130,45000,5014
2024-06-11,R008,Washing Machine,Sony,82,45000,19999
2024-06-11,R009,Laptop,HP,89,45000,20096
2024-06-11,R009,Smartphone,Sony,31,45000,38698
2024-06-11,R009,AC,Whirlpool,134,30000,20711
2024-06-11,R009,TV,HP,57,30000,13447
2024-06-11,R009,Washing Machine,Samsung,36,75000,9740
2024-06-11,R010,Laptop,Whirlpool,86,20000,9042
2024-06-11,R010,Smartphone,Samsung,115,75000,10372
2024-06-11,R010,AC,Sony,31,60000,37577
2024-06-11,R010,TV,HP,28,30000,14974
2024-06-11,R010,Washing Machine,Samsung,106,30000,20365
2024-06-12,R001,Laptop,Whirlpool,42,30000,26853
2024-06-12,R001,Smartphone,Samsung,35,30000,11460
2024-06-12,R001,AC,LG,121,30000,39591
2024-06-12,R001,TV,Whirlpool,62,30000,12294
2024-06-12,R001,Washing Machine,LG,21,60000,22660
2024-06-12,R002,Laptop,Sony,59,20000,12926
2024-06-12,R002,Smartphone,Samsung,31,20000,28212
2024-06-12,R002,AC,Sony,122,20000,17013
2024-06-12,R002,TV,HP,135,75000,13329
2024-06-12,R002,Washing Machine,Sony,57,20000,20221
2024-06-12,R003,Laptop,Sony,120,45000,17331
2024-06-12,R003,Smartphone,Whirlpool,93,20000,33937
2024-06-12,R003,AC,Sony,144,45000,18067
2024-06-12,R003,TV,Samsung,28,20000,15742
2024-06-12,R003,Washing Machine,Samsung,23,20000,35081
2024-06-12,R004,Laptop,Whirlpool,83,60000,12107
2024-06-12,R004,Smartphone,Samsung,32,20000,20575
2024-06-12,R004,AC,LG,109,60000,30886
2024-06-12,R004,TV,HP,88,60000,37773
2024-06-12,R004,Washing Machine,LG,130,45000,29226
2024-06-12,R005,Laptop,LG,32,30000,16199
2024-06-12,R005,Smartphone,Samsung,21,60000,36488
2024-06-12,R005,AC,LG,103,75000,12241
2024-06-12,R005,TV,Sony,83,75000,33701
2024-06-12,R005,Washing Machine,Sony,85,20000,35896
2024-06-12,R006,Laptop,HP,141,20000,29938
2024-06-12,R006,Smartphone,Whirlpool,126,45000,20757
2024-06-12,R006,AC,Sony,65,60000,39855
2024-06-12,R006,TV,Whirlpool,108,75000,37701
2024-06-12,R006,Washing Machine,Sony,99,20000,12997
2024-06-12,R007,Laptop,Sony,21,30000,8472
2024-06-12,R007,Smartphone,HP,64,75000,26914
2024-06-12,R007,AC,Sony,148,60000,31101
2024-06-12,R007,TV,Sony,54,75000,37629
2024-06-12,R007,Washing Machine,Sony,117,45000,14419
2024-06-12,R008,Laptop,Whirlpool,80,75000,30289
2024-06-12,R008,Smartphone,Whirlpool,125,60000,10402
2024-06-12,R008,AC,LG,125,45000,11137
2024-06-12,R008,TV,HP,87,30000,5989
2024-06-12,R008,Washing Machine,Samsung,40,75000,35069
2024-06-12,R009,Laptop,LG,91,75000,23558
2024-06-12,R009,Smartphone,Sony,109,30000,11843
2024-06-12,R009,AC,Whirlpool,88,20000,16738
2024-06-12,R009,TV,Samsung,127,30000,9723
2024-06-12,R009,Washing Machine,Sony,121,30000,24678
2024-06-12,R010,Laptop,LG,98,30000,14832
2024-06-12,R010,Smartphone,Sony,86,45000,26938
2024-06-12,R010,AC,HP,95,75000,33055
2024-06-12,R010,TV,Sony,84,45000,31101
2024-06-12,R010,Washing Machine,Sony,42,60000,14253
2024-06-13,R001,Laptop,Sony,117,20000,22885
2024-06-13,R001,Smartphone,Whirlpool,90,45000,26075
2024-06-13,R001,AC,Whirlpool,136,20000,33441
2024-06-13,R001,TV,Whirlpool,26,45000,19886
2024-06-13,R001,Washing Machine,LG,131,75000,12532
2024-06-13,R002,Laptop,Whirlpool,41,30000,18532
2024-06-13,R002,Smartphone,HP,142,75000,7009
2024-06-13,R002,AC,LG,150,45000,16370
2024-06-13,R002,TV,Samsung,23,20000,35892
2024-06-13,R002,Washing Machine,LG,97,30000,27581
2024-06-13,R003,Laptop,HP,96,30000,12807
2024-06-13,R003,Smartphone,Samsung,38,60000,13001
2024-06-13,R003,AC,Samsung,25,60000,30167
2024-06-13,R003,TV,Samsung,142,60000,11241
2024-06-13,R003,Washing Machine,HP,75,75000,23528
2024-06-13,R004,Laptop,Sony,38,75000,5801
2024-06-13,R004,Smartphone,HP,73,20000,20459
2024-06-13,R004,AC,Whirlpool,56,20000,14931
2024-06-13,R004,TV,Sony,126,45000,24345
2024-06-13,R004,Washing Machine,LG,31,30000,9420
2024-06-13,R005,Laptop,Whirlpool,116,45000,16971
2024-06-13,R005,Smartphone,Sony,125,45000,17459
2024-06-13,R005,AC,Sony,34,75000,21405
2024-06-13,R005,TV,Sony,25,45000,16338
2024-06-13,R005,Washing Machine,Samsung,136,45000,10969
2024-06-13,R006,Laptop,Sony,114,20000,28256
2024-06-13,R006,Smartphone,Whirlpool,105,30000,38809
2024-06-13,R006,AC,HP,53,60000,21923
2024-06-13,R006,TV,Whirlpool,37,60000,7331
2024-06-13,R006,Washing Machine,HP,111,60000,10537
2024-06-13,R007,Laptop,LG,124,45000,21045
2024-06-13,R007,Smartphone,Whirlpool,124,75000,26543
2024-06-13,R007,AC,Sony,23,75000,32858
2024-06-13,R007,TV,Sony,46,45000,13795
2024-06-13,R007,Washing Machine,HP,85,20000,34067
2024-06-13,R008,Laptop,Samsung,141,60000,23349
2024-06-13,R008,Smartphone,Whirlpool,81,30000,38683
2024-06-13,R008,AC,Whirlpool,21,45000,29177
2024-06-13,R008,TV,Samsung,99,60000,11031
2024-06-13,R008,Washing Machine,Sony,42,45000,13910
2024-06-13,R009,Laptop,Sony,51,45000,28639
2024-06-13,R009,Smartphone,LG,94,30000,39628
2024-06-13,R009,AC,Sony,97,60000,37306
2024-06-13,R009,TV,HP,100,75000,18927
2024-06-13,R009,Washing Machine,LG,116,30000,21046
2024-06-13,R010,Laptop,LG,115,75000,24760
2024-06-13,R010,Smartphone,Samsung,70,60000,13721
2024-06-13,R010,AC,HP,23,45000,31482
2024-06-13,R010,TV,HP,34,45000,33845
